"","Year","Week","Team","Home_Status","Opp","X.2","X.1","X.x","Date.x","Game.x","Q1_Points_Scored","Q1_Points_Allowed","Q2_Points_Scored","Q2_Points_Allowed","Q3_Points_Scored","Q3_Points_Allowed","Q4_Points_Scored","Q4_Points_Allowed","OT_Points_Scored","OT_Points_Allowed","OT_Scored","Total_Scored","OT_Allowed","Total_Allowed","Outcome","Win","Loss","Tie","base_home_elo","base_away_elo","base_home_win_perc","base_away_win_perc","Away_Distance","Home_Adjusted_Elo","Away_Adjusted_Elo","ELO_Distance","Bye_Week_home","Bye_Week_away","Home_QB_Elo_Adjusted","Away_QB_Elo_Adjusted","away_dif","home_dif","adj_base_home_win_perc","adj_base_away_win_perc","Base_predict_win","Expected_Delta","X.y","Date.y","Game.y","Home_Money_Line","Away_Money_Line","Spread","Spread_Odds","Total","QB_H_Starts","QB_A_Starts","Home_Bet","Away_Bet","Winner_Win_Prob","Lose_Prob","Home_Payout","Away_Payout","Home_Vegas_Perc","Away_Vegas_Perc","Perc_Difference","Home_EV","Away_EV","Pay_Difference","Winner_EV","Home_Gamble","Away_Gamble","Home_Upset","Away_Upset","EV_Judge","Win_Double","EV_Diff","EV_Diff_Dir","High_EV","EV_Payout","EV_Diff_Bet","EV_Diff_Bet_switch","Away_QB_Bet","Home_QB_Bet","Middle_Game","Home_Middle_Bet","Away_Middle_Bet"
"1",2024,11,"BUF","Home","KC",12,12,316,"11/17/2024",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1682.02340196296,1726.34005808153,0.436566849979428,0.563433150020572,995,1717.38790211935,1709.83660353103,3.98,0,0,-23.6154998436094,-16.5034545504988,7.55129858831947,-7.55129858831947,0.510865481389001,0.489134518610999,1,1,316,"11/17/2024",12,-130,110,-2.5,-108,46,108,121,100,100,0.510865481389001,0.489134518610999,76.9230769230769,110,0.565217391304348,0.476190476190476,-0.0543519099153468,-9.61610713886905,2.7182489083098,33.0769230769231,0,0,100,0,1,2.7182489083098,153.846153846154,12.3343560471788,2,2.7182489083098,110,0,0,0,0,1,0,0
"2",2024,11,"CHI","Home","GB",2,2,306,"11/17/2024",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1484.41064983943,1591.37801862441,0.350747827411205,0.649252172588795,208,1493.49911463204,1594.70137786614,0.832,0,25,-46.7435352073868,-21.6766407582729,-101.202263234094,101.202263234094,0.358342128089059,0.641657871910941,0,0,306,"11/17/2024",2,210,-258,6,-105,40.5,9,27,100,100,0.641657871910941,0.358342128089059,210,38.7596899224806,0.32258064516129,0.720670391061452,0.0357614829277687,11.0860597076083,-10.963752657319,171.240310077519,0,100,0,1,0,11.0860597076083,77.5193798449613,22.0498123649273,1,11.0860597076083,210,0,0,0,0,0,0,0
"3",2024,11,"DAL","Home","HOU",14,14,318,"11/18/2024",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482.9862144674,1528.95532320503,0.434228483270634,0.565771516729366,241,1410.06652795129,1507.92840954875,0.964,0,0,-128.883686516108,-21.0269136562844,-97.8618815974539,97.8618815974539,0.362775399851757,0.637224600148243,0,0,318,"11/18/2024",14,260,-325,7,100,41.5,6,27,100,100,0.637224600148243,0.362775399851757,260,30.7692307692308,0.277777777777778,0.764705882352941,0.0849976220739792,30.5991439466325,-16.6706292113836,229.230769230769,0,0,100,0,0,30.5991439466325,61.5384615384615,47.2697731580161,1,30.5991439466325,260,0,1,0,0,0,0,0
"4",2024,11,"DEN","Home","ATL",10,10,314,"11/17/2024",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1479.47662057305,1510.91163239653,0.454884421689229,0.545115578310771,1403,1548.65151393869,1551.18704582631,5.612,0,0,8.56289336564053,40.2754134297751,-2.53553188761452,2.53553188761452,0.496351141072928,0.503648858927072,0,0,314,"11/17/2024",10,-130,110,-1.5,-112,45,10,155,100,100,0.503648858927072,0.496351141072928,76.9230769230769,110,0.565217391304348,0.476190476190476,-0.0688662502314198,-12.1840288870973,5.76626037468512,33.0769230769231,0,0,100,0,0,5.76626037468512,220,17.9502892617825,2,5.76626037468512,110,1,0,0,0,1,0,0
"5",2024,11,"DET","Home","JAX",3,3,307,"11/17/2024",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1688.72787019298,1441.78135286418,0.80557947945961,0.19442052054039,1060,1742.52050444014,1367.87286125093,4.24,0,0,-5.44736575283978,-73.9084916132473,374.647643189207,-374.647643189207,0.896288114604425,0.103711885395575,1,1,307,"11/17/2024",3,-1000,650,-14,-115,47.5,134,42,100,100,0.896288114604425,0.103711885395575,10,650,0.909090909090909,0.133333333333333,-0.012802794486484,-1.40830739351325,-22.2160859533188,640,0,0,0,0,0,-1.40830739351325,20,20.8077785598055,1,-1.40830739351325,10,0,0,0,0,0,0,0
"6",2024,11,"LAC","Home","CIN",13,13,317,"11/17/2024",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594.89778866456,1555.84151479663,0.555970932355446,0.444029067644554,1902,1642.73556691177,1565.79051585455,7.608,0,0,-14.7702217527941,9.94900105792282,76.9450510572133,-76.9450510572133,0.608957283267827,0.391042716732173,1,1,317,"11/17/2024",13,-120,100,-1.5,-110,48,71,68,100,100,0.608957283267827,0.391042716732173,83.3333333333333,100,0.545454545454545,0.5,0.0635027378132816,11.6421685991016,-21.7914566535654,16.6666666666667,0,0,100,0,0,11.6421685991016,166.666666666667,33.433625252667,1,11.6421685991016,83.3333333333333,0,1,0,0,0,0,0
"7",2024,11,"MIA","Home","LV",4,4,308,"11/17/2024",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1497.15748832542,1363.38092313794,0.683538158417794,0.316461841582206,2173,1570.93997107863,1392.78780602591,8.692,0,25,10.0904827532115,4.4068828879664,178.152165052725,-178.152165052725,0.736047656758639,0.263952343241361,1,1,308,"11/17/2024",4,-410,320,-7.5,-115,43.5,55,33,100,100,0.736047656758639,0.263952343241361,24.390243902439,320,0.803921568627451,0.238095238095238,-0.067873911868812,-8.44285245197417,10.8599841613716,295.609756097561,0,0,0,0,0,10.8599841613716,48.780487804878,19.3028366133458,2,10.8599841613716,320,0,0,0,0,0,0,0
"8",2024,11,"NE","Home","LA",5,5,309,"11/17/2024",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1370.73358058753,1483.64456908917,0.342996771611016,0.657003228388985,2592,1472.73473709594,1491.38064900357,10.368,0,0,36.6331565084106,7.73607991440205,-18.6459119076317,18.6459119076317,0.473192107934486,0.526807892065514,0,0,309,"11/17/2024",5,160,-192,4,-110,43,5,215,100,100,0.526807892065514,0.473192107934486,160,52.0833333333333,0.384615384615385,0.657534246575342,0.0885767233191014,23.0299480629664,-19.8812997483697,107.916666666667,0,100,0,1,0,23.0299480629664,104.166666666667,42.9112478113361,1,23.0299480629664,160,0,0,0,0,1,0,0
"9",2024,11,"NO","Home","CLE",6,6,310,"11/17/2024",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1453.7637019499,1414.28117485981,0.55657658971886,0.44342341028114,1070,1540.01105485792,1473.14334633208,4.28,0,25,26.9673529080154,33.8621714722741,66.8677085258309,-66.8677085258309,0.595059551644083,0.404940448355917,1,1,310,"11/17/2024",6,105,-125,1.5,-108,44,163,78,100,100,0.595059551644083,0.404940448355917,105,80,0.48780487804878,0.555555555555556,0.107254673595302,21.987208087037,-27.1107192959349,25,0,0,100,0,0,21.987208087037,210,49.0979273829719,1,21.987208087037,105,0,1,0,0,0,0,0
"10",2024,11,"NYJ","Home","IND",9,9,313,"11/17/2024",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1448.00639387926,1463.61053876503,0.477558917116896,0.522441082883104,715,1552.0540613276,1457.33078424137,2.86,0,0,46.1876674483354,-6.27975452366185,94.7232770862272,-94.7232770862272,0.633037735866221,0.366962264133779,1,1,313,"11/17/2024",9,-198,164,-4,-112,43.5,234,7,100,100,0.633037735866221,0.366962264133779,50.5050505050505,164,0.664429530201342,0.378787878787879,-0.0313917943351213,-4.72462359185159,-3.12196226868234,113.494949494949,0,0,0,0,0,-3.12196226868234,101.010101010101,1.60266132316925,2,-3.12196226868234,164,0,0,0,0,0,0,0
